1,Big,Merck & Co.,Public,North America,California,South San Francisco,Massachusetts,Boston,"$10,124.0m",Actual,Yes,Yes,Yes,No,6%,$558.9m,$450.8m,$598.3m,$664.1m,$0.0m,,9%,10%,5%,3%,0%,28%,,3%,6%,2%,2%,0%,,6%,4%,4%,1%,0%,,,,$207.0m,$270.5m,$187.0m,$369.0m,$0.0m,,$351.9m,$180.3m,$411.4m,$295.2m,$0.0m,$296.2m,$252.4m,$335.1m,$371.9m,,"$11,750.9m","$2,765.4m",$680.3m,$548.6m,$728.2m,$808.3m,,"$1,083.0m","$1,079.6m","$2,765.4m",$425.3m,$652.0m,$276.7m,$105.2m,"$2,600.1m",$409.8m,$446.9m,$639.7m,$578.4m,$497.6m,$0.0m,$89.1m,$102.1m
12,Big,GlaxoSmithKline,Public,Europe,Germany,Heidelberg,Spain,Madrid,"$4,460.3m",Actual,Yes,Yes,Yes,Yes,2%,$104.4m,$81.2m,$242.5m,$132.9m,$0.0m,,4%,4%,5%,1%,0%,14%,,2%,2%,3%,1%,0%,,2%,2%,2%,1%,0%,,,,$52.2m,$48.7m,$148.2m,$79.8m,$0.0m,,$52.2m,$32.5m,$94.3m,$53.2m,$0.0m,$55.3m,$45.5m,$135.8m,$74.4m,,"$3,970.4m",,$106.2m,$82.6m,$246.6m,$135.2m,,$427.2m,$352.2m,$570.6m,$378.1m,$106.6m,$133.8m,$44.7m,$875.9m,$114.0m,$178.1m,$110.1m,$414.2m,$186.8m,$19.6m,$0.0m,$58.5m
13,Big,AbbVie,Public,North America,California,Redwood City,Illinois,Lake County,"$4,366.0m",Actual,Yes,Yes,No,No,5%,$212.9m,$278.2m,$307.7m,$354.2m,$0.0m,,7%,13%,6%,3%,1%,31%,,3%,8%,1%,1%,0%,,4%,5%,4%,2%,1%,,,,$85.2m,$175.2m,$76.9m,$101.2m,$0.0m,,$127.8m,$103.0m,$230.8m,$253.0m,$0.0m,$112.9m,$155.8m,$172.3m,$198.4m,,"$8,384.0m",,$475.8m,$621.6m,$687.6m,$791.4m,,$473.5m,$408.6m,"$2,576.3m","$1,011.4m",$272.2m,$57.7m,$446.8m,$31.3m,$607.9m,$310.7m,$836.4m,"$1,154.4m",$145.9m,$0.0m,$0.0m,$50.7m
14,Big,Amgen,Public,North America,California,Thousand Oaks,Massachusetts,Cambridge,"$3,840.0m",Actual,Yes,Yes,Yes,Yes,5%,$200.6m,$324.8m,$501.8m,$385.1m,$0.0m,,7%,17%,10%,4%,0%,38%,,3%,11%,6%,2%,0%,,5%,6%,5%,2%,0%,,,,$77.2m,$212.8m,$278.8m,$165.0m,$0.0m,,$123.5m,$112.0m,$223.0m,$220.0m,$0.0m,$106.3m,$181.9m,$281.0m,$215.6m,,"$4,816.8m",,$299.4m,$484.8m,$748.9m,$574.7m,,$234.1m,$311.6m,"$2,107.7m",$495.2m,$0.0m,$104.6m,$46.4m,$129.0m,$130.6m,$264.5m,$319.1m,$324.5m,$167.3m,$182.3m,$0.0m,$0.0m
15,Big,Boehringer Ingelheim,Private,Europe,Austria,Vienna,Connecticut,Ridgefield,"$3,443.0m",Actual,Yes,Yes,No,No,8%,$278.4m,$215.5m,$201.2m,$264.6m,$0.0m,,10%,11%,4%,3%,0%,27%,,3%,9%,3%,2%,0%,,7%,2%,1%,1%,0%,,,,$92.8m,$175.1m,$134.1m,$198.5m,$0.0m,,$185.6m,$40.4m,$67.1m,$66.2m,$0.0m,$147.6m,$120.7m,$112.7m,$148.2m,,"$4,599.8m",,$388.9m,$301.1m,$281.0m,$369.6m,,$351.1m,$432.4m,"$1,340.5m",$453.7m,$179.2m,$395.2m,$88.8m,$155.4m,$77.7m,$113.1m,$171.5m,$841.1m,$0.0m,$0.0m,$0.0m,$0.0m
16,Big,Bayer,Public,Europe,Germany,Berlin,Germany,Leverkusen,"$2,906.6m",Actual,Yes,Yes,No,No,4%,$115.8m,$187.5m,$241.4m,$190.5m,$0.0m,,6%,13%,7%,3%,0%,29%,,4%,10%,4%,2%,0%,,2%,3%,3%,1%,0%,,,,$71.3m,$142.3m,$128.7m,$127.0m,$0.0m,,$44.5m,$45.3m,$112.7m,$63.5m,$0.0m,$61.4m,$105.0m,$135.2m,$106.7m,,"$3,239.1m",,$141.9m,$229.8m,$295.9m,$233.5m,,$324.1m,$70.2m,$901.1m,$110.9m,$113.2m,$63.8m,$18.3m,$404.7m,$447.6m,$300.0m,$102.5m,$111.9m,$252.9m,$0.0m,$0.0m,$17.8m
17,Big,Takeda,Public,Asia/Oceania,Japan,Tokyo,,,"$2,871.3m",Actual,Yes,Yes,Yes,Yes,6%,$159.9m,$102.7m,$211.1m,$197.3m,$0.0m,,8%,7%,6%,3%,1%,25%,,4%,4%,4%,1%,0%,,4%,3%,2%,2%,0%,,,,$79.9m,$62.5m,$133.3m,$87.7m,$0.0m,,$79.9m,$40.2m,$77.8m,$109.6m,$0.0m,$84.7m,$57.5m,$118.2m,$110.5m,,"$2,252.4m",,$155.1m,$99.6m,$204.7m,$191.4m,,$58.1m,$320.6m,$650.7m,$133.7m,$52.8m,$58.9m,$6.4m,$137.2m,$88.2m,$163.7m,$98.0m,$352.9m,$93.8m,$0.0m,$0.0m,$37.4m
18,Big,Allergan,Public,Europe,Ireland,Dublin,,,"$2,575.7m",Actual,No,Yes,No,No,1%,$31.0m,$15.0m,$55.9m,$36.8m,$0.0m,,2%,1%,2%,1%,1%,7%,,1%,1%,1%,1%,0%,,1%,1%,1%,0%,1%,,,,$20.6m,$7.5m,$18.6m,$36.8m,$0.0m,,$10.3m,$7.5m,$37.3m,$0.0m,$0.0m,$16.4m,$8.4m,$31.3m,$20.6m,,"$2,780.9m",,$30.5m,$14.8m,$55.2m,$36.3m,,$27.7m,$569.4m,$136.7m,$90.3m,$510.3m,$0.0m,$105.1m,$367.9m,$212.0m,$180.4m,$128.9m,$374.0m,$78.3m,$0.0m,$0.0m,$0.0m
19,Big,Novo Nordisk,Public,Europe,Denmark,Malow,United Kingdom,Oxford,"$2,164.0m",Actual,No,No,No,No,3%,$59.8m,$43.4m,$54.0m,$0.0m,$0.0m,,4%,4%,2%,0%,0%,9%,,2%,2%,0%,0%,0%,,2%,2%,2%,0%,0%,,,,$29.9m,$21.7m,$0.0m,$0.0m,$0.0m,,$29.9m,$21.7m,$54.0m,$0.0m,$0.0m,$31.7m,$24.3m,$30.3m,$0.0m,,"$3,041.6m",,$77.6m,$56.3m,$70.1m,$0.0m,,$160.5m,$165.4m,$204.0m,$78.1m,$31.4m,$148.1m,$0.0m,$479.8m,$58.1m,$30.2m,$26.1m,"$1,254.7m",$216.5m,$188.7m,$0.0m,$0.0m
20,Big,Teva,Public,Middle East/Africa,,,,,"$2,111.0m",Actual,Yes,Yes,No,No,3%,$56.0m,$40.7m,$222.7m,$119.9m,$0.0m,,4%,4%,10%,3%,0%,21%,,0%,1%,0%,0%,0%,,4%,4%,10%,3%,0%,,,,$0.0m,$8.1m,$0.0m,$0.0m,$0.0m,,$56.0m,$32.5m,$222.7m,$119.9m,$0.0m,$29.7m,$22.8m,$124.7m,$67.1m,,"$3,311.7m",,$102.5m,$74.4m,$407.5m,$219.3m,,$273.4m,$700.3m,$803.8m,$248.3m,$131.5m,$33.7m,$61.1m,$62.4m,$222.8m,$179.1m,$180.8m,$181.5m,$161.7m,$0.0m,$71.2m,$0.0m
21,Big,Biogen,Public,Europe,Switzerland,Zug,,,"$1,973.3m",Actual,Yes,Yes,No,No,2%,$35.9m,$32.6m,$81.2m,$64.1m,$0.0m,,3%,4%,4%,1%,0%,12%,,1%,1%,1%,0%,0%,,2%,3%,3%,1%,0%,,,,$9.0m,$6.5m,$16.2m,$0.0m,$0.0m,,$27.0m,$26.1m,$64.9m,$64.1m,$0.0m,$19.1m,$18.3m,$45.5m,$35.9m,,"$2,843.3m",,$60.3m,$54.7m,$136.1m,$107.4m,,$54.6m,"$1,182.3m",$358.4m,$292.3m,$278.8m,$27.4m,$22.7m,$30.4m,$46.5m,$88.3m,$152.8m,$58.9m,$250.0m,$0.0m,$0.0m,$0.0m
22,Big,Daiichi Sankyo,Public,Asia/Oceania,,,,,"$1,970.7m",Actual,Yes,Yes,Yes,Yes,7%,$138.0m,$105.8m,$194.0m,$164.0m,$0.0m,,10%,11%,8%,3%,1%,33%,,6%,9%,6%,2%,0%,,5%,2%,2%,1%,1%,,,,$76.7m,$89.1m,$138.5m,$109.3m,$0.0m,,$61.4m,$16.7m,$55.4m,$54.7m,$0.0m,$73.2m,$59.2m,$108.6m,$91.9m,,"$2,314.7m",,$200.6m,$153.7m,$281.8m,$238.3m,,$91.2m,$209.1m,$874.4m,$58.8m,$10.7m,$45.4m,$53.4m,$139.5m,$0.0m,$143.9m,$274.6m,$208.1m,$163.5m,$28.7m,$0.0m,$13.6m
23,Big,Astellas Pharma,Public,Asia/Oceania,,,,,"$1,913.3m",Actual,Yes,Yes,No,Yes,2%,$35.2m,$70.2m,$158.8m,$156.6m,$0.0m,,3%,7%,6%,3%,1%,21%,,1%,3%,4%,2%,0%,,2%,4%,3%,1%,1%,,,,$8.8m,$31.9m,$95.3m,$94.0m,$0.0m,,$26.4m,$38.3m,$63.5m,$62.7m,$0.0m,$18.6m,$39.3m,$88.9m,$87.7m,,"$2,569.4m",,$56.2m,$112.1m,$253.6m,$250.2m,,$161.6m,$156.3m,$672.1m,$146.9m,$104.9m,$110.2m,$14.6m,$133.9m,$400.3m,$108.1m,$101.5m,$246.9m,$111.5m,$0.0m,$13.1m,$87.5m
24,Big,Merck KGaA,Public,Europe,Germany,Darmstadt,Massachusetts,Boston,"$1,655.1m",Actual,Yes,Yes,Yes,Yes,9%,$147.4m,$135.1m,$196.1m,$82.9m,$0.0m,,12%,15%,9%,2%,0%,38%,,6%,8%,4%,1%,0%,,6%,7%,4%,1%,0%,,,,$69.8m,$73.2m,$98.1m,$27.6m,$0.0m,,$77.6m,$61.9m,$98.1m,$55.3m,$0.0m,$78.1m,$75.7m,$109.8m,$46.4m,,"$2,200.5m",,$235.9m,$216.3m,$314.1m,$132.8m,,$126.6m,$283.6m,$899.1m,$249.2m,$13.7m,$21.9m,$54.8m,$22.2m,$50.3m,$9.5m,$136.4m,$208.8m,$4.3m,$32.3m,$0.0m,$87.8m
25,Big,Regeneron,Public,North America,New York,New York,New Jersey,Basking Ridge,"$1,580.0m",Actual,Yes,Yes,No,Yes,4%,$63.2m,$107.1m,$76.1m,$75.1m,$0.0m,,4%,10%,3%,1%,1%,21%,,4%,7%,3%,1%,1%,,0%,3%,0%,0%,0%,,,,$63.2m,$76.5m,$76.1m,$75.1m,$0.0m,,$0.0m,$30.6m,$0.0m,$0.0m,$0.0m,$33.5m,$60.0m,$42.6m,$42.1m,,"$4,781.5m",,$170.8m,$289.2m,$205.7m,$202.9m,,$873.4m,$276.0m,$868.5m,$259.1m,$775.1m,$48.4m,$48.5m,$122.7m,$0.0m,$622.9m,$572.2m,$294.7m,$19.9m,$0.0m,$0.0m,$0.0m
26,Big,Otsuka Pharmaceutical,Public,Asia/Oceania,,,,,"$1,465.5m",Actual,Yes,Yes,Yes,Yes,4%,$51.8m,$85.4m,$221.1m,$184.6m,$0.0m,,6%,13%,13%,6%,2%,39%,,4%,8%,8%,3%,1%,,2%,5%,5%,3%,1%,,,,$33.0m,$54.7m,$136.1m,$83.9m,$0.0m,,$18.8m,$30.7m,$85.0m,$100.7m,$0.0m,$27.4m,$47.8m,$123.8m,$103.4m,,$0.0m,,$0.0m,$0.0m,$0.0m,$0.0m,,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m
27,Big,Shire,Public,Europe,Switzerland,Zug,Massachusetts,Lexington,"$1,439.8m",Actual,Yes,Yes,Yes,Yes,2%,$30.5m,$44.3m,$88.3m,$108.9m,$0.0m,,4%,7%,6%,4%,1%,21%,,1%,0%,1%,0%,0%,,3%,7%,5%,4%,1%,,,,$6.1m,$0.0m,$11.0m,$0.0m,$0.0m,,$24.4m,$44.3m,$77.2m,$108.9m,$0.0m,$16.2m,$24.8m,$49.4m,$61.0m,,"$2,145.3m",,$54.3m,$78.8m,$157.0m,$193.6m,,$36.6m,$234.2m,$483.7m,$287.8m,$79.1m,$19.4m,$44.7m,$156.9m,$6.1m,$164.4m,$46.4m,$273.6m,$248.9m,$45.2m,$18.2m,$0.0m
28,Big,UCB,Public,Europe,Belgium,Brussels,,,"$1,128.5m",Actual,Yes,Yes,No,No,0%,$0.0m,$8.0m,$20.0m,$39.4m,$0.0m,,0%,2%,2%,2%,0%,5%,,0%,2%,0%,0%,0%,,0%,0%,2%,2%,0%,,,,$0.0m,$8.0m,$0.0m,$0.0m,$0.0m,,$0.0m,$0.0m,$20.0m,$39.4m,$0.0m,$0.0m,$4.5m,$11.2m,$22.0m,,"$1,390.5m",,$0.0m,$11.9m,$29.5m,$58.2m,,$16.3m,$396.5m,$99.6m,$361.9m,$0.0m,$12.8m,$52.3m,$0.0m,$0.0m,$92.1m,$116.5m,$158.9m,$83.5m,$0.0m,$0.0m,$0.0m
29,Big,Servier,Private,Europe,United Kingdom,Slough,,,"$1,106.0m",Actual,Yes,Yes,Yes,Yes,5%,$53.2m,$57.9m,$128.2m,$126.5m,$0.0m,,7%,11%,10%,5%,1%,35%,,1%,2%,1%,0%,0%,,6%,9%,9%,5%,1%,,,,$8.9m,$12.9m,$16.0m,$0.0m,$0.0m,,$44.3m,$45.1m,$112.2m,$126.5m,$0.0m,$28.2m,$32.4m,$71.8m,$70.8m,,"$1,226.4m",,$64.0m,$69.7m,$154.2m,$152.1m,,$0.0m,$204.2m,$439.9m,$85.4m,$0.0m,$9.0m,$26.9m,$0.0m,$0.0m,$195.1m,$84.9m,$82.0m,$99.0m,$0.0m,$0.0m,$0.0m
30,Big,Vertex Pharmaceuticals,Public,North America,Massachusetts,Cambridge,California,San Diego,"$1,047.7m",Actual,Yes,No,No,No,2%,$18.8m,$20.4m,$33.9m,$0.0m,$0.0m,,3%,5%,3%,0%,0%,12%,,3%,5%,3%,0%,0%,,0%,0%,0%,0%,0%,,,,$18.8m,$20.4m,$33.9m,$0.0m,$0.0m,,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$9.9m,$11.4m,$19.0m,$0.0m,,"$1,489.8m",,$33.9m,$36.9m,$61.2m,$0.0m,,$889.6m,$173.1m,$132.0m,$0.0m,$0.0m,$0.0m,$15.5m,$157.5m,$0.0m,$0.0m,$0.0m,$8.6m,$113.6m,$0.0m,$0.0m,$0.0m
31,Big,Eisai,Public,Asia/Oceania,,,,,"$1,034.3m",Actual,Yes,Yes,No,No,7%,$68.8m,$49.9m,$109.7m,$43.3m,$0.0m,,10%,10%,9%,2%,1%,32%,,8%,7%,7%,1%,1%,,2%,3%,2%,1%,0%,,,,$56.7m,$35.2m,$80.4m,$14.4m,$0.0m,,$12.1m,$14.7m,$29.2m,$28.8m,$0.0m,$36.5m,$28.0m,$61.4m,$24.2m,,$856.3m,,$69.2m,$50.2m,$110.3m,$43.5m,,$50.7m,$247.8m,$273.3m,$34.8m,$6.7m,$3.7m,$24.3m,$25.6m,$0.0m,$0.0m,$65.8m,$60.9m,$0.0m,$0.0m,$0.0m,$62.7m
32,Medium,Mylan,Public,Europe,United Kingdom,Hertfordshire,United Kingdom,Kent,$826.8m,Actual,No,Yes,No,No,3%,$24.5m,$8.9m,$22.1m,$0.0m,$0.0m,,3%,2%,2%,0%,2%,8%,,2%,2%,2%,0%,0%,,2%,0%,0%,0%,2%,,,,$12.2m,$8.9m,$22.1m,$0.0m,$0.0m,,$12.2m,$0.0m,$0.0m,$0.0m,$0.0m,$13.0m,$5.0m,$12.4m,$0.0m,,"$1,160.6m",,$30.1m,$10.9m,$27.2m,$0.0m,,$88.6m,$69.4m,$68.2m,$214.9m,$139.8m,$0.0m,$65.9m,$187.1m,$26.9m,$0.0m,$105.7m,$174.4m,$0.0m,$0.0m,$0.0m,$19.8m
33,Medium,Alexion,Public,North America,Massachusetts,Boston,Switzerland,Zurich,$757.0m,Actual,Yes,Yes,No,No,0%,$0.0m,$0.0m,$29.3m,$0.0m,$0.0m,,0%,0%,3%,0%,0%,3%,,0%,0%,3%,0%,0%,,0%,0%,0%,0%,0%,,,,$0.0m,$0.0m,$29.3m,$0.0m,$0.0m,,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$16.4m,$0.0m,,"$1,243.5m",,$0.0m,$0.0m,$65.5m,$0.0m,,$0.0m,$75.4m,$65.5m,$262.2m,$221.9m,$87.0m,$0.0m,$0.0m,$33.0m,$30.2m,$85.8m,$227.9m,$154.7m,$0.0m,$0.0m,$0.0m
34,Medium,Sumitomo Dainippon Pharma,Public,Asia/Oceania,,,,,$743.1m,Actual,Yes,Yes,Yes,No,4%,$28.4m,$26.5m,$58.7m,$43.4m,$0.0m,,6%,8%,7%,3%,1%,25%,,4%,7%,4%,2%,1%,,2%,1%,3%,1%,0%,,,,$20.3m,$23.6m,$36.7m,$28.9m,$0.0m,,$8.1m,$2.9m,$22.0m,$14.5m,$0.0m,$15.1m,$14.8m,$32.8m,$24.3m,,$772.7m,,$33.9m,$31.7m,$70.1m,$51.8m,,$45.0m,$212.1m,$187.5m,$22.6m,$30.2m,$0.0m,$4.1m,$27.6m,$0.0m,$44.1m,$46.3m,$112.9m,$34.3m,$0.0m,$0.0m,$5.9m
35,Medium,Baxter International,Public,North America,Illinois,Chicago,,,$647.0m,Actual,No,Yes,No,No,3%,$17.1m,$16.6m,$51.6m,$81.5m,$0.0m,,4%,6%,7%,6%,0%,24%,,0%,0%,0%,0%,0%,,4%,6%,7%,6%,0%,,,,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,,$17.1m,$16.6m,$51.6m,$81.5m,$0.0m,$9.1m,$9.3m,$28.9m,$45.6m,,"$1,145.9m",,$37.3m,$36.1m,$112.2m,$177.1m,,$70.7m,$42.7m,$362.6m,$254.8m,$0.0m,$0.0m,$50.5m,$28.2m,$34.3m,$14.7m,$117.8m,$59.4m,$87.6m,$0.0m,$22.6m,$0.0m
36,Medium,CSL Limited,Public,Asia/Oceania,,,,,$614.0m,Actual,Yes,Yes,No,No,1%,$7.7m,$0.0m,$13.8m,$0.0m,$0.0m,,2%,0%,2%,0%,0%,4%,,2%,0%,2%,0%,0%,,0%,0%,0%,0%,0%,,,,$7.7m,$0.0m,$13.8m,$0.0m,$0.0m,,$0.0m,$0.0m,$0.0m,$0.0m,$0.0m,$4.1m,$0.0m,$7.7m,$0.0m,,$870.1m,,$10.9m,$0.0m,$19.6m,$0.0m,,$124.1m,$76.4m,$30.5m,$204.7m,$0.0m,$0.0m,$10.4m,$189.1m,$0.0m,$77.5m,$28.3m,$15.1m,$113.9m,$0.0m,$0.0m,$0.0m
